truckid,driverid,rdate,miles,gas,mpg
A77,A77,mar09,13753,1939,7.092831356
A77,A77,feb09,10495,1939,5.412583806
A77,A77,jan09,14979,1939,7.725116039
A78,A78,jun13,8693,1593,5.456999372
A78,A78,may13,12026,2371,5.072121468
A78,A78,apr13,9430,2069,4.557757371
A78,A78,mar13,12822,2540,5.048031496
A78,A78,feb13,9990,2091,4.777618364
A78,A78,jan13,10750,2081,5.16578568
A78,A78,dec12,14447,3339,4.326744534
A78,A78,nov12,13141,2772,4.740620491
A78,A78,oct12,9692,1690,5.734911243
A78,A78,sep12,10540,2045,5.15403423
A78,A78,aug12,14328,2800,5.117142857
A78,A78,jul12,14038,2848,4.929073034
A78,A78,jun12,13347,2773,4.813198702
A78,A78,may12,11107,2647,4.196071024
A78,A78,apr12,13700,2776,4.935158501
A78,A78,mar12,9669,1671,5.786355476
A78,A78,feb12,9892,2001,4.943528236
A78,A78,jan12,14667,3580,4.096927374
A78,A78,dec11,10529,2227,4.727885047
A78,A78,nov11,9086,1772,5.127539503
A78,A78,oct11,10686,1863,5.735909823
A78,A78,sep11,12687,2800,4.531071429
A78,A78,aug11,10533,2043,5.155653451
A78,A78,jul11,9762,1930,5.058031088
A78,A78,jun11,10039,2454,4.090872046
A78,A78,may11,10586,2454,4.313773431
A78,A78,apr11,9846,2454,4.012224939
A78,A78,mar11,11356,2454,4.627546862
A78,A78,feb11,14524,2454,5.918500407
A78,A78,jan11,10941,2454,4.458435208
A78,A78,dec10,13765,2454,5.609209454
A78,A78,nov10,12065,2454,4.916462918
A78,A78,oct10,9371,2454,3.818663407
A78,A78,sep10,11760,2454,4.792176039
A78,A78,aug10,14184,2454,5.7799511
A78,A78,jul10,8725,2454,3.555419723
A78,A78,jun10,13098,2454,5.337408313
A78,A78,may10,12441,2454,5.069682152
A78,A78,apr10,13817,2454,5.630399348
A78,A78,mar10,10420,2454,4.246128769
A78,A78,feb10,10457,2454,4.261206194
A78,A78,jan10,11669,2454,4.755093725
A78,A78,dec09,15064,2454,6.138549307
A78,A78,nov09,13865,2454,5.64995925
A78,A78,oct09,14007,2454,5.707823961
A78,A78,sep09,12778,2454,5.207008965
A78,A78,aug09,12921,2454,5.265281174
A78,A78,jul09,10379,2454,4.229421353
A78,A78,jun09,13716,2454,5.589242054
A78,A78,may09,9403,2454,3.831703341
A78,A78,apr09,11354,2454,4.626731866
A78,A78,mar09,14441,2454,5.884678077
A78,A78,feb09,12782,2454,5.208638957
A78,A78,jan09,13290,2454,5.415647922
A79,A79,jun13,15548,3355,4.634277198
A79,A79,may13,8505,1637,5.195479536
A79,A79,apr13,12225,2313,5.285343709
A79,A79,mar13,11766,2313,5.08690013
A79,A79,feb13,11177,2326,4.805245056
A79,A79,jan13,9284,2012,4.614314115
A79,A79,dec12,9238,1964,4.703665988
A79,A79,nov12,9859,2286,4.312773403
A79,A79,oct12,12100,2316,5.224525043
A79,A79,sep12,12878,2709,4.753783684
A79,A79,aug12,13181,2787,4.729458199
A79,A79,jul12,13713,2475,5.540606061
A79,A79,jun12,15756,2809,5.609113564
A79,A79,may12,12764,2609,4.892295899
A79,A79,apr12,11744,2170,5.411981567
A79,A79,mar12,12979,2780,4.668705036
A79,A79,feb12,10454,2181,4.793214122
A79,A79,jan12,13562,2450,5.535510204
A79,A79,dec11,9298,1800,5.165555556
A79,A79,nov11,11010,2391,4.60476788
A79,A79,oct11,13138,2537,5.178557351
A79,A79,sep11,15171,3198,4.743902439
A79,A79,aug11,14471,2886,5.014206514
A79,A79,jul11,11578,2179,5.313446535
A79,A79,jun11,10705,1679,6.37581894
A79,A79,may11,9937,1679,5.918403812
A79,A79,apr11,12997,1679,7.740917213
A79,A79,mar11,14840,1679,8.838594401
A79,A79,feb11,12894,1679,7.679571173
A79,A79,jan11,13420,1679,7.992852889
A79,A79,dec10,10440,1679,6.217986897
A79,A79,nov10,12308,1679,7.330553901
A79,A79,oct10,12636,1679,7.525908279
A79,A79,sep10,11455,1679,6.822513401
A79,A79,aug10,11976,1679,7.132817153
A79,A79,jul10,10692,1679,6.368076236
A79,A79,jun10,13666,1679,8.139368672
A79,A79,may10,11032,1679,6.570577725
A79,A79,apr10,9480,1679,5.646217987
A79,A79,mar10,8974,1679,5.344848124
A79,A79,feb10,12637,1679,7.526503871
A79,A79,jan10,12096,1679,7.204288267
A79,A79,dec09,13794,1679,8.215604527
A79,A79,nov09,13565,1679,8.079213818
A79,A79,oct09,10617,1679,6.32340679
A79,A79,sep09,9464,1679,5.636688505
A79,A79,aug09,15574,1679,9.275759381
A79,A79,jul09,12175,1679,7.251340083
A79,A79,jun09,14937,1679,8.896366885
A79,A79,may09,9425,1679,5.613460393
A79,A79,apr09,12324,1679,7.340083383
A79,A79,mar09,11376,1679,6.775461584
A79,A79,feb09,14021,1679,8.35080405
A79,A79,jan09,14237,1679,8.479452055
A80,A80,jun13,11108,2618,4.242933537
A80,A80,may13,13595,2462,5.521933387
A80,A80,apr13,11419,2624,4.351753049
A80,A80,mar13,14485,2762,5.244388125
A80,A80,feb13,10765,2012,5.350397614
A80,A80,jan13,12841,2408,5.332641196
A80,A80,dec12,12034,2489,4.834873443
A80,A80,nov12,13403,2584,5.186919505
A80,A80,oct12,13491,2936,4.595027248
A80,A80,sep12,12497,2536,4.927839117
A80,A80,aug12,12834,2798,4.586847748
A80,A80,jul12,15378,3427,4.487306682
A80,A80,jun12,11363,2195,5.176765376
A80,A80,may12,13575,2723,4.98531032
A80,A80,apr12,10813,2142,5.048085901
A80,A80,mar12,9958,1879,5.299627461
A80,A80,feb12,15097,2923,5.164899076
A80,A80,jan12,13966,3465,4.030591631
A80,A80,dec11,12867,2500,5.1468
A80,A80,nov11,12721,2454,5.183781581
A80,A80,oct11,15028,2701,5.563865235
A80,A80,sep11,10534,2092,5.035372849
A80,A80,aug11,13060,2680,4.873134328
A80,A80,jul11,10559,2172,4.861418048
A80,A80,jun11,11602,2457,4.722018722
A80,A80,may11,10309,2457,4.195767196
A80,A80,apr11,12178,2457,4.956450956
A80,A80,mar11,14005,2457,5.7000407
A80,A80,feb11,14443,2457,5.878306878
A80,A80,jan11,15822,2457,6.43956044
A80,A80,dec10,11533,2457,4.693935694
A80,A80,nov10,12252,2457,4.986568987
A80,A80,oct10,14343,2457,5.837606838
A80,A80,sep10,15224,2457,6.196174196
A80,A80,aug10,11389,2457,4.635327635
A80,A80,jul10,11797,2457,4.801383801
A80,A80,jun10,11983,2457,4.877085877
A80,A80,may10,15140,2457,6.161986162
A80,A80,apr10,15200,2457,6.186406186
A80,A80,mar10,9695,2457,3.945868946
A80,A80,feb10,9417,2457,3.832722833
A80,A80,jan10,13688,2457,5.571021571
A80,A80,dec09,10756,2457,4.377696378
A80,A80,nov09,14478,2457,5.892551893
A80,A80,oct09,11477,2457,4.671143671
A80,A80,sep09,12301,2457,5.006512007
A80,A80,aug09,10237,2457,4.166463166
A80,A80,jul09,13980,2457,5.68986569
A80,A80,jun09,13481,2457,5.486772487
A80,A80,may09,10206,2457,4.153846154
A80,A80,apr09,10661,2457,4.339031339
A80,A80,mar09,14317,2457,5.827024827
A80,A80,feb09,14485,2457,5.895400895
A80,A80,jan09,11325,2457,4.609279609
A81,A81,jun13,9506,2038,4.66437684
A81,A81,may13,13370,2623,5.097216927
A81,A81,apr13,12561,2632,4.772416413
A81,A81,mar13,10852,1857,5.843834141
A81,A81,feb13,11058,2606,4.243284728
A81,A81,jan13,9349,1809,5.168048646
A81,A81,dec12,8653,2000,4.3265
A81,A81,nov12,14153,2746,5.154042243
A81,A81,oct12,11471,2130,5.385446009
A81,A81,sep12,13133,2634,4.985952923
A81,A81,aug12,9771,1806,5.410299003
A81,A81,jul12,13779,2473,5.571775172
A81,A81,jun12,14434,2856,5.053921569
A81,A81,may12,10456,1977,5.288821447
A81,A81,apr12,10900,2025,5.382716049
A81,A81,mar12,10832,2013,5.381023348
A81,A81,feb12,13261,2606,5.088641596
A81,A81,jan12,10578,2344,4.512798635
A81,A81,dec11,13577,2819,4.816246896
A81,A81,nov11,14382,3470,4.144668588
A81,A81,oct11,11633,2577,4.514163756
A81,A81,sep11,13822,2373,5.82469448
A81,A81,aug11,9937,2228,4.46005386
A81,A81,jul11,12822,2766,4.635574837
A81,A81,jun11,11464,2138,5.36202058
A81,A81,may11,12881,2138,6.024789523
A81,A81,apr11,11622,2138,5.435921422
A81,A81,mar11,10855,2138,5.07717493
A81,A81,feb11,10286,2138,4.811038354
A81,A81,jan11,12313,2138,5.759120674
A81,A81,dec10,12860,2138,6.014967259
A81,A81,nov10,15091,2138,7.058465856
A81,A81,oct10,9407,2138,4.399906455
A81,A81,sep10,12496,2138,5.844714687
A81,A81,aug10,12259,2138,5.733863424
A81,A81,jul10,11924,2138,5.57717493
A81,A81,jun10,13316,2138,6.228250702
A81,A81,may10,10617,2138,4.96585594
A81,A81,apr10,9716,2138,4.544434051
A81,A81,mar10,13741,2138,6.427034612
A81,A81,feb10,10580,2138,4.948550047
A81,A81,jan10,12938,2138,6.051449953
A81,A81,dec09,11984,2138,5.605238541
A81,A81,nov09,14434,2138,6.751169317
A81,A81,oct09,10259,2138,4.798409729
A81,A81,sep09,12195,2138,5.703928906
A81,A81,aug09,12307,2138,5.756314312
A81,A81,jul09,14415,2138,6.742282507
A81,A81,jun09,14279,2138,6.678671656
A81,A81,may09,11873,2138,5.553320861
A81,A81,apr09,9723,2138,4.547708138
A81,A81,mar09,12274,2138,5.740879326
A81,A81,feb09,9193,2138,4.299812909
A81,A81,jan09,13681,2138,6.398971001
A82,A82,jun13,9951,2004,4.965568862
A82,A82,may13,15119,2791,5.417054819
A82,A82,apr13,11071,2669,4.147995504
A82,A82,mar13,13323,2565,5.194152047
A82,A82,feb13,10524,2186,4.814272644
A82,A82,jan13,10156,1839,5.522566612
A82,A82,dec12,13472,2903,4.6407165
A82,A82,nov12,8962,1623,5.521873075
A82,A82,oct12,9644,1911,5.046572475
A82,A82,sep12,10527,1864,5.647532189
A82,A82,aug12,9359,1835,5.10027248
A82,A82,jul12,13973,2459,5.682391216
A82,A82,jun12,10760,2201,4.88868696
A82,A82,may12,12199,2882,4.232824427
A82,A82,apr12,10096,2029,4.975850172
A82,A82,mar12,10992,2158,5.09360519
A82,A82,feb12,12403,2621,4.732163296
A82,A82,jan12,12737,2426,5.250206101
A82,A82,dec11,10427,2285,4.563238512
A82,A82,nov11,15648,2933,5.335151722
A82,A82,oct11,12800,2402,5.32889259
A82,A82,sep11,9487,2022,4.691889219
A82,A82,aug11,10976,2389,4.594390959
A82,A82,jul11,12229,2777,4.403673028
A82,A82,jun11,8230,2223,3.702204229
A82,A82,may11,13733,2223,6.177687809
A82,A82,apr11,11205,2223,5.04048583
A82,A82,mar11,9980,2223,4.4894287
A82,A82,feb11,10522,2223,4.733243365
A82,A82,jan11,14153,2223,6.366621682
A82,A82,dec10,12328,2223,5.545659019
A82,A82,nov10,14820,2223,6.666666667
A82,A82,oct10,10956,2223,4.928475034
A82,A82,sep10,14473,2223,6.5105713
A82,A82,aug10,10648,2223,4.789923527
A82,A82,jul10,11937,2223,5.36977058
A82,A82,jun10,13139,2223,5.910481332
A82,A82,may10,10279,2223,4.623931624
A82,A82,apr10,8611,2223,3.873594242
A82,A82,mar10,11259,2223,5.064777328
A82,A82,feb10,14047,2223,6.318938372
A82,A82,jan10,8689,2223,3.908681961
A82,A82,dec09,14198,2223,6.386864597
A82,A82,nov09,14688,2223,6.607287449
A82,A82,oct09,11087,2223,4.987404408
A82,A82,sep09,10622,2223,4.77822762
A82,A82,aug09,10127,2223,4.555555556
A82,A82,jul09,9238,2223,4.155645524
A82,A82,jun09,15126,2223,6.804318489
A82,A82,may09,12331,2223,5.547008547
A82,A82,apr09,12435,2223,5.593792173
A82,A82,mar09,11844,2223,5.327935223
A82,A82,feb09,9327,2223,4.195681511
A82,A82,jan09,14855,2223,6.682411156
A83,A83,jun13,12388,2519,4.917824534
A83,A83,may13,14835,2916,5.08744856
A83,A83,apr13,10948,2116,5.173913043
A83,A83,mar13,14068,2507,5.611487834
A83,A83,feb13,10104,2066,4.890609874
A83,A83,jan13,9617,1834,5.243729553
A83,A83,dec12,9716,1668,5.824940048
A83,A83,nov12,13331,2349,5.675180928
A83,A83,oct12,9398,2045,4.595599022
A83,A83,sep12,12644,2355,5.369002123
A83,A83,aug12,12600,2392,5.267558528
A83,A83,jul12,11816,2298,5.141862489
A83,A83,jun12,15430,3074,5.019518543
A83,A83,may12,9686,1968,4.921747967
A83,A83,apr12,10127,1743,5.810097533
A83,A83,mar12,9947,1869,5.322097378
A83,A83,feb12,14838,3167,4.685191033
A83,A83,jan12,10803,2194,4.923883318
A83,A83,dec11,10814,2064,5.239341085
A83,A83,nov11,13597,2769,4.910436981
A83,A83,oct11,13981,2528,5.530458861
A83,A83,sep11,13654,2435,5.607392197
A83,A83,aug11,12822,2351,5.453849426
A83,A83,jul11,9357,2226,4.203504043
A83,A83,jun11,11466,2365,4.84820296
A83,A83,may11,12609,2365,5.331501057
A83,A83,apr11,11127,2365,4.704862579
A83,A83,mar11,12005,2365,5.076109937
A83,A83,feb11,13840,2365,5.852008457
A83,A83,jan11,10969,2365,4.638054968
A83,A83,dec10,11909,2365,5.03551797
A83,A83,nov10,12688,2365,5.364904863
A83,A83,oct10,12861,2365,5.438054968
A83,A83,sep10,13248,2365,5.601691332
A83,A83,aug10,10332,2365,4.368710359
A83,A83,jul10,15270,2365,6.456659619
A83,A83,jun10,11651,2365,4.926427061
A83,A83,may10,11521,2365,4.871458774
A83,A83,apr10,13100,2365,5.539112051
A83,A83,mar10,9828,2365,4.155602537
A83,A83,feb10,9532,2365,4.030443975
A83,A83,jan10,14338,2365,6.062579281
A83,A83,dec09,13213,2365,5.586892178
A83,A83,nov09,8829,2365,3.733192389
A83,A83,oct09,13922,2365,5.886680761
A83,A83,sep09,12647,2365,5.34756871
A83,A83,aug09,14358,2365,6.071035941
A83,A83,jul09,11738,2365,4.963213531
A83,A83,jun09,15218,2365,6.434672304
A83,A83,may09,11860,2365,5.014799154
A83,A83,apr09,13529,2365,5.7205074
A83,A83,mar09,8319,2365,3.517547569
A83,A83,feb09,10304,2365,4.356871036
A83,A83,jan09,14420,2365,6.097251586
A84,A84,jun13,11417,2070,5.515458937
A84,A84,may13,15234,2870,5.308013937
A84,A84,apr13,10893,2136,5.099719101
A84,A84,mar13,11640,2307,5.045513654
A84,A84,feb13,10283,1727,5.954255935
A84,A84,jan13,14401,3035,4.744975288
A84,A84,dec12,9993,1955,5.111508951
A84,A84,nov12,13537,2629,5.149106124
A84,A84,oct12,15363,3453,4.449174631
A84,A84,sep12,12962,2628,4.932267884
A84,A84,aug12,12242,2902,4.218470021
A84,A84,jul12,11048,2170,5.09124424
A84,A84,jun12,13045,2816,4.632457386
A84,A84,may12,12369,2575,4.803495146
A84,A84,apr12,8895,2051,4.336908825
A84,A84,mar12,12335,2353,5.242243944
A84,A84,feb12,12945,2361,5.482846252
A84,A84,jan12,11827,2258,5.237821081
A84,A84,dec11,13615,2973,4.579549277
A84,A84,nov11,14722,3015,4.88291874
A84,A84,oct11,8907,1583,5.626658244
A84,A84,sep11,13860,2809,4.934140263
A84,A84,aug11,14067,2885,4.875909879
A84,A84,jul11,9552,1733,5.511829198
A84,A84,jun11,12089,2902,4.16574776
A84,A84,may11,11991,2902,4.131977946
A84,A84,apr11,10559,2902,3.638525155
A84,A84,mar11,9717,2902,3.348380427
A84,A84,feb11,11996,2902,4.133700896
A84,A84,jan11,14813,2902,5.104410751
A84,A84,dec10,10184,2902,3.509303928
A84,A84,nov10,10617,2902,3.658511371
A84,A84,oct10,11807,2902,4.068573398
A84,A84,sep10,13957,2902,4.809441764
A84,A84,aug10,13872,2902,4.78015162
A84,A84,jul10,10024,2902,3.454169538
A84,A84,jun10,10070,2902,3.470020675
A84,A84,may10,13907,2902,4.792212267
A84,A84,apr10,9308,2902,3.207443143
A84,A84,mar10,11872,2902,4.090971744
A84,A84,feb10,15708,2902,5.412818746
A84,A84,jan10,9810,2902,3.380427292
A84,A84,dec09,9615,2902,3.313232254
A84,A84,nov09,13161,2902,4.535148174
A84,A84,oct09,11377,2902,3.920399724
A84,A84,sep09,15706,2902,5.412129566
A84,A84,aug09,14330,2902,4.937973811
A84,A84,jul09,11457,2902,3.947966919
A84,A84,jun09,11390,2902,3.924879394
A84,A84,may09,10439,2902,3.597174363
A84,A84,apr09,12205,2902,4.205720193
A84,A84,mar09,12025,2902,4.143694004
A84,A84,feb09,13308,2902,4.585802895
A84,A84,jan09,9154,2902,3.154376292
A85,A85,jun13,15319,2707,5.659032139
A85,A85,may13,12421,2772,4.480880231
A85,A85,apr13,10530,1805,5.833795014
A85,A85,mar13,11849,2094,5.658548233
A85,A85,feb13,9508,2000,4.754
A85,A85,jan13,14368,3048,4.713910761
A85,A85,dec12,13167,2429,5.42074928
A85,A85,nov12,13780,3017,4.56745111
A85,A85,oct12,9272,1673,5.542139868
A85,A85,sep12,9251,2100,4.405238095
A85,A85,aug12,11394,2019,5.643387816
A85,A85,jul12,8727,1528,5.711387435
A85,A85,jun12,10592,2176,4.867647059
A85,A85,may12,11605,2470,4.698380567
A85,A85,apr12,10948,2376,4.607744108
A85,A85,mar12,14290,2990,4.779264214
A85,A85,feb12,10757,2224,4.836780576
A85,A85,jan12,12350,2898,4.261559696
A85,A85,dec11,13879,2617,5.303400841
A85,A85,nov11,11321,2436,4.647372742
A85,A85,oct11,9999,2118,4.720963173
A85,A85,sep11,9514,1990,4.780904523
A85,A85,aug11,11244,2208,5.092391304
A85,A85,jul11,12760,2981,4.280442804
A85,A85,jun11,13589,2483,5.472815143
A85,A85,may11,10027,2483,4.038260169
A85,A85,apr11,13371,2483,5.385018123
A85,A85,mar11,10798,2483,4.348771647
A85,A85,feb11,10011,2483,4.031816351
A85,A85,jan11,12395,2483,4.991945228
A85,A85,dec10,12569,2483,5.062021748
A85,A85,nov10,10668,2483,4.296415626
A85,A85,oct10,14415,2483,5.805477245
A85,A85,sep10,11855,2483,4.774466371
A85,A85,aug10,10394,2483,4.186065244
A85,A85,jul10,10985,2483,4.42408377
A85,A85,jun10,12518,2483,5.041482078
A85,A85,may10,13819,2483,5.565445026
A85,A85,apr10,13754,2483,5.539267016
A85,A85,mar10,10610,2483,4.273056786
A85,A85,feb10,14073,2483,5.667740636
A85,A85,jan10,11283,2483,4.544099879
A85,A85,dec09,13981,2483,5.630688683
A85,A85,nov09,10449,2483,4.208215868
A85,A85,oct09,10895,2483,4.387837294
A85,A85,sep09,13018,2483,5.242851389
A85,A85,aug09,11420,2483,4.59927507
A85,A85,jul09,8765,2483,3.530004027
A85,A85,jun09,13716,2483,5.523962948
A85,A85,may09,9510,2483,3.830044301
A85,A85,apr09,13488,2483,5.432138542
A85,A85,mar09,11579,2483,4.663310511
A85,A85,feb09,9588,2483,3.861457914
A85,A85,jan09,13559,2483,5.460732984
A86,A86,jun13,9324,1636,5.699266504
A86,A86,may13,13719,3175,4.320944882
A86,A86,apr13,14137,2527,5.594380689
A86,A86,mar13,9817,1963,5.001018849
A86,A86,feb13,13263,2538,5.225768322
A86,A86,jan13,12696,2443,5.196889071
A86,A86,dec12,9206,1782,5.166105499
A86,A86,nov12,11372,2035,5.588206388
A86,A86,oct12,8811,1700,5.182941176
A86,A86,sep12,13764,2862,4.809224319
A86,A86,aug12,12244,2336,5.241438356
A86,A86,jul12,13066,2573,5.078118927
A86,A86,jun12,12610,2393,5.269536147
A86,A86,may12,14944,2615,5.714722753
A86,A86,apr12,8743,1890,4.625925926
A86,A86,mar12,8612,1555,5.538263666
A86,A86,feb12,12869,2214,5.812556459
A86,A86,jan12,10579,1805,5.860941828
A86,A86,dec11,8772,1729,5.073452863
A86,A86,nov11,9217,1690,5.453846154
A86,A86,oct11,8741,1496,5.842914439
A86,A86,sep11,11441,2269,5.042309387
A86,A86,aug11,10442,1977,5.28174001
A86,A86,jul11,11484,2328,4.932989691
A86,A86,jun11,14718,2365,6.223255814
A86,A86,may11,13246,2365,5.600845666
A86,A86,apr11,13306,2365,5.626215645
A86,A86,mar11,12170,2365,5.145877378
A86,A86,feb11,10152,2365,4.292600423
A86,A86,jan11,11322,2365,4.787315011
A86,A86,dec10,10867,2365,4.594926004
A86,A86,nov10,10162,2365,4.296828753
A86,A86,oct10,11616,2365,4.911627907
A86,A86,sep10,8538,2365,3.610147992
A86,A86,aug10,10130,2365,4.283298097
A86,A86,jul10,11821,2365,4.998308668
A86,A86,jun10,8886,2365,3.757293869
A86,A86,may10,13182,2365,5.573784355
A86,A86,apr10,11974,2365,5.063002114
A86,A86,mar10,12847,2365,5.432135307
A86,A86,feb10,10241,2365,4.330232558
A86,A86,jan10,11923,2365,5.041437632
A86,A86,dec09,12438,2365,5.259196617
A86,A86,nov09,14008,2365,5.923044397
A86,A86,oct09,10363,2365,4.381818182
A86,A86,sep09,12617,2365,5.334883721
A86,A86,aug09,10482,2365,4.432135307
A86,A86,jul09,14796,2365,6.256236786
A86,A86,jun09,13680,2365,5.78435518
A86,A86,may09,12221,2365,5.16744186
A86,A86,apr09,12993,2365,5.493868922
A86,A86,mar09,12710,2365,5.374207188
A86,A86,feb09,11538,2365,4.878646934
A86,A86,jan09,14738,2365,6.231712474
A87,A87,jun13,10958,2417,4.533719487
A87,A87,may13,12508,2233,5.60143305
A87,A87,apr13,9857,1811,5.442849255
A87,A87,mar13,13669,3059,4.468453743
A87,A87,feb13,12502,2350,5.32
A87,A87,jan13,10779,2262,4.765251989
A87,A87,dec12,11846,2175,5.446436782
A87,A87,nov12,12998,2939,4.422592719
A87,A87,oct12,11605,2344,4.950938567
A87,A87,sep12,13044,2378,5.485281749
A87,A87,aug12,14344,3141,4.566698504
A87,A87,jul12,14905,2924,5.09746922
A87,A87,jun12,13338,2649,5.035107588
A87,A87,may12,11185,2310,4.841991342
A87,A87,apr12,10725,2046,5.241935484
A87,A87,mar12,10313,2135,4.830444965
A87,A87,feb12,13562,2596,5.224191063
A87,A87,jan12,10235,1947,5.256805342
A87,A87,dec11,9827,1965,5.001017812
A87,A87,nov11,11300,2030,5.566502463
A87,A87,oct11,9318,1806,5.159468439
A87,A87,sep11,10661,2092,5.096080306
A87,A87,aug11,10794,1927,5.601453036
A87,A87,jul11,8744,1731,5.051415367
A87,A87,jun11,13545,2713,4.992628087
A87,A87,may11,14230,2713,5.245116108
A87,A87,apr11,15262,2713,5.625506819
A87,A87,mar11,14143,2713,5.213048286
A87,A87,feb11,13516,2713,4.981938813
A87,A87,jan11,11804,2713,4.350903059
A87,A87,dec10,14094,2713,5.194987099
A87,A87,nov10,13787,2713,5.081828234
A87,A87,oct10,9934,2713,3.661629193
A87,A87,sep10,11663,2713,4.298931073
A87,A87,aug10,15541,2713,5.728345006
A87,A87,jul10,11599,2713,4.275340951
A87,A87,jun10,11181,2713,4.121267969
A87,A87,may10,11616,2713,4.281607077
A87,A87,apr10,12556,2713,4.628086989
A87,A87,mar10,15592,2713,5.747143384
A87,A87,feb10,15597,2713,5.748986362
A87,A87,jan10,14176,2713,5.225211942
A87,A87,dec09,12976,2713,4.782897162
A87,A87,nov09,12354,2713,4.553630667
A87,A87,oct09,13510,2713,4.979727239
A87,A87,sep09,9852,2713,3.631404349
A87,A87,aug09,12787,2713,4.713232584
A87,A87,jul09,12827,2713,4.72797641
A87,A87,jun09,14201,2713,5.234426834
A87,A87,may09,9161,2713,3.376704755
A87,A87,apr09,11712,2713,4.316992259
A87,A87,mar09,13853,2713,5.106155547
A87,A87,feb09,12551,2713,4.62624401
A87,A87,jan09,10386,2713,3.828234427
A88,A88,jun13,9653,1994,4.841023069
A88,A88,may13,11494,2424,4.741749175
A88,A88,apr13,9807,1772,5.534424379
A88,A88,mar13,12397,2414,5.135459818
A88,A88,feb13,12687,2612,4.85719755
A88,A88,jan13,8218,1675,4.906268657
A88,A88,dec12,13721,2677,5.125513635
A88,A88,nov12,14832,3499,4.238925407
A88,A88,oct12,9741,1965,4.957251908
A88,A88,sep12,11237,2210,5.084615385
A88,A88,aug12,10680,2067,5.166908563
A88,A88,jul12,13219,2575,5.133592233
A88,A88,jun12,9651,1971,4.896499239
A88,A88,may12,12998,2735,4.752468007
A88,A88,apr12,10785,2078,5.190086622
A88,A88,mar12,8770,1848,4.745670996
A88,A88,feb12,11401,2580,4.418992248
A88,A88,jan12,14321,2705,5.294269871
A88,A88,dec11,10883,2295,4.74204793
A88,A88,nov11,14351,3071,4.673070661
A88,A88,oct11,12805,2798,4.576483202
A88,A88,sep11,10432,1850,5.638918919
A88,A88,aug11,15454,2713,5.696277184
A88,A88,jul11,11906,2295,5.187799564
A88,A88,jun11,12393,2190,5.65890411
A88,A88,may11,11293,2190,5.156621005
A88,A88,apr11,13825,2190,6.312785388
A88,A88,mar11,12256,2190,5.596347032
A88,A88,feb11,11706,2190,5.345205479
A88,A88,jan11,9783,2190,4.467123288
A88,A88,dec10,11381,2190,5.196803653
A88,A88,nov10,15414,2190,7.038356164
A88,A88,oct10,12701,2190,5.799543379
A88,A88,sep10,13191,2190,6.023287671
A88,A88,aug10,14543,2190,6.640639269
A88,A88,jul10,12874,2190,5.878538813
A88,A88,jun10,13132,2190,5.996347032
A88,A88,may10,14580,2190,6.657534247
A88,A88,apr10,13373,2190,6.106392694
A88,A88,mar10,12980,2190,5.926940639
A88,A88,feb10,10069,2190,4.597716895
A88,A88,jan10,14970,2190,6.835616438
A88,A88,dec09,12089,2190,5.520091324
A88,A88,nov09,10656,2190,4.865753425
A88,A88,oct09,13619,2190,6.218721461
A88,A88,sep09,11062,2190,5.051141553
A88,A88,aug09,11548,2190,5.273059361
A88,A88,jul09,10704,2190,4.887671233
A88,A88,jun09,14827,2190,6.770319635
A88,A88,may09,14986,2190,6.842922374
A88,A88,apr09,15275,2190,6.974885845
A88,A88,mar09,13253,2190,6.051598174
A88,A88,feb09,14408,2190,6.578995434
A88,A88,jan09,10687,2190,4.879908676
A89,A89,jun13,14955,3344,4.472188995
A89,A89,may13,14587,2927,4.983600957
A89,A89,apr13,11678,2628,4.443683409
A89,A89,mar13,10276,2082,4.935638809
A89,A89,feb13,12142,2442,4.972153972
A89,A89,jan13,8858,1623,5.457794208
A89,A89,dec12,14481,2863,5.057981139
A89,A89,nov12,14115,2654,5.31838734
A89,A89,oct12,11646,2296,5.072299652
A89,A89,sep12,12489,2976,4.196572581
A89,A89,aug12,11766,2296,5.12456446
A89,A89,jul12,13313,2775,4.797477477
A89,A89,jun12,10334,1979,5.221829207
A89,A89,may12,15156,3166,4.787113076
A89,A89,apr12,11761,2379,4.943673813
A89,A89,mar12,13209,2366,5.582840237
A89,A89,feb12,12128,2202,5.507720254
A89,A89,jan12,15113,3032,4.984498681
A89,A89,dec11,10592,2243,4.722246991
A89,A89,nov11,10828,2184,4.957875458
A89,A89,oct11,12820,2211,5.798281321
A89,A89,sep11,14110,2620,5.385496183
A89,A89,aug11,12921,2578,5.012024825
A89,A89,jul11,10467,2347,4.459735833
A89,A89,jun11,9715,2544,3.818789308
A89,A89,may11,11024,2544,4.333333333
A89,A89,apr11,13646,2544,5.363993711
A89,A89,mar11,9046,2544,3.55581761
A89,A89,feb11,9206,2544,3.618710692
A89,A89,jan11,10481,2544,4.119889937
A89,A89,dec10,8679,2544,3.411556604
A89,A89,nov10,13356,2544,5.25
A89,A89,oct10,12158,2544,4.77908805
A89,A89,sep10,11667,2544,4.586084906
A89,A89,aug10,11991,2544,4.713443396
A89,A89,jul10,13059,2544,5.133254717
A89,A89,jun10,11401,2544,4.481525157
A89,A89,may10,9707,2544,3.815644654
A89,A89,apr10,13877,2544,5.454795597
A89,A89,mar10,10658,2544,4.189465409
A89,A89,feb10,14497,2544,5.698506289
